time,energy-USL,energy-USF,energy-MUSL,
9.059925e+0,2.0772453e+2,2.3068498e+2,2.6830414e+2,
9.0441144e+0,2.0745625e+2,2.2896336e+2,2.6770747e+2,
9.028303e+0,2.058139e+2,2.2914775e+2,2.6538002e+2,
9.012491e+0,2.0296106e+2,2.3122102e+2,2.615436e+2,
8.9966804e+0,1.9917722e+2,2.349858e+2,2.5656393e+2,
8.9808685e+0,1.9483115e+2,2.4008314e+2,2.5091618e+2,
8.965057e+0,1.903459e+2,2.460264e+2,2.4513975e+2,
8.949245e+0,1.8615936e+2,2.522466e+2,2.397877e+2,
8.9334345e+0,1.8268003e+2,2.5814974e+2,2.3537092e+2,
8.9176226e+0,1.8024899e+2,2.6317248e+2,2.3231079e+2,
8.901812e+0,1.7910749e+2,2.6683578e+2,2.308989e+2,
8.8860005e+0,1.7937358e+2,2.687904e+2,2.3126951e+2,
8.8701886e+0,1.8103117e+2,2.6885048e+2,2.3338684e+2,
8.854378e+0,1.839313e+2,2.6701048e+2,2.3704846e+2,
8.838566e+0,1.8780631e+2,2.6344645e+2,2.4190477e+2,
8.8227546e+0,1.9229527e+2,2.5849864e+2,2.4749231e+2,
8.8069427e+0,1.9697845e+2,2.5263906e+2,2.5327796e+2,
8.791132e+0,2.0141725e+2,2.4642673e+2,2.5870982e+2,
8.77532e+0,2.0519587e+2,2.404542e+2,2.6326954e+2,
8.7595093e+0,2.079612e+2,2.352912e+2,2.6652202e+2,
8.743698e+0,2.0945637e+2,2.3143038e+2,2.6815677e+2,
8.727886e+0,2.0954567e+2,2.2924027e+2,2.6801735e+2,
8.7120754e+0,2.0822732e+2,2.2893022e+2,2.6611674e+2,
8.6962634e+0,2.0563403e+2,2.3053028e+2,2.6263577e+2,
8.680452e+0,2.0202048e+2,2.338883e+2,2.579064e+2,
8.66464e+0,1.9773911e+2,2.3868428e+2,2.5237978e+2,
8.6488295e+0,1.9320665e+2,2.4446082e+2,2.4658342e+2,
8.6330175e+0,1.8886536e+2,2.5066665e+2,2.4107227e+2,
8.617207e+0,1.8513873e+2,2.567091e+2,2.3637271e+2,
8.6013955e+0,1.8239157e+2,2.6200977e+2,2.3293316e+2,
8.5855836e+0,1.8089527e+2,2.660626e+2,2.3108152e+2,
8.569773e+0,1.808019e+2,2.684811e+2,2.3099402e+2,
8.553961e+0,1.8212968e+2,2.6903495e+2,2.3267856e+2,
8.5381496e+0,1.8476124e+2,2.6767173e+2,2.35974e+2,
8.5223377e+0,1.884547e+2,2.6452202e+2,2.4056563e+2,
8.506527e+0,1.9286656e+2,2.5988647e+2,2.4601519e+2,
8.490716e+0,1.9758467e+2,2.5420773e+2,2.518028e+2,
8.4749043e+0,2.0216717e+2,2.4802761e+2,2.573762e+2,
8.459093e+0,2.061848e+2,2.4193574e+2,2.6220366e+2,
8.443281e+0,2.0926175e+2,2.3651339e+2,2.6582456e+2,
8.4274703e+0,2.1111166e+2,2.3227808e+2,2.678932e+2,
8.4116584e+0,2.1156497e+2,2.2963412e+2,2.6821178e+2,
8.395847e+0,2.1058528e+2,2.288342e+2,2.6674974e+2,
8.380035e+0,2.08273e+2,2.2995515e+2,2.6364595e+2,
8.3642244e+0,2.0485593e+2,2.3289053e+2,2.5919625e+2,
8.3484143e+0,2.0066774e+2,2.3736063e+2,2.5382522e+2,
8.332602e+0,1.961162e+2,2.4293905e+2,2.480454e+2,
8.3167905e+0,1.9164501e+2,2.4909219e+2,2.4240975e+2,
8.3009785e+0,1.8769045e+2,2.5523174e+2,2.3745689e+2,
8.285168e+0,1.8463905e+2,2.607716e+2,2.3365961e+2,
8.269356e+0,1.8279138e+2,2.6518324e+2,2.3137984e+2,
8.2535446e+0,1.8233308e+2,2.6804596e+2,2.308348e+2,
8.2377326e+0,1.833173e+2,2.690871e+2,2.3207602e+2,
8.221922e+0,1.8565953e+2,2.6820773e+2,2.3498465e+2,
8.206111e+0,1.8914558e+2,2.6549226e+2,2.3928286e+2,
8.190299e+0,1.9345197e+2,2.6119998e+2,2.4456038e+2,
8.174488e+0,1.9817667e+2,2.5574058e+2,2.503136e+2,
8.158676e+0,2.0287743e+2,2.4963486e+2,2.5599366e+2,
8.1428653e+0,2.0711383e+2,2.4346526e+2,2.610586e+2,
8.1270534e+0,2.1048942e+2,2.3782024e+2,2.6502517e+2,
8.111242e+0,2.1268947e+2,2.3323831e+2,2.6751477e+2,
8.09543e+0,2.1351111e+2,2.3015672e+2,2.6828948e+2,
8.0796194e+0,2.1288288e+2,2.288698e+2,2.6727512e+2,
8.0638087e+0,2.1087164e+2,2.2950076e+2,2.6456794e+2,
8.0479974e+0,2.0767654e+2,2.3199001e+2,2.6042593e+2,
8.0321854e+0,2.0360994e+2,2.3610048e+2,2.552441e+2,
8.0163735e+0,1.9906797e+2,2.4144034e+2,2.4951701e+2,
8.000563e+0,1.9449303e+2,2.4750009e+2,2.4379201e+2,
7.9847515e+0,1.9033164e+2,2.5370118e+2,2.3861684e+2,
7.9689395e+0,1.8699014e+2,2.5945076e+2,2.3448545e+2,
7.9531276e+0,1.8479681e+2,2.6419887e+2,2.3179182e+2,
7.937317e+0,1.8397036e+2,2.6749262e+2,2.3079263e+2,
7.9215056e+0,1.8459916e+2,2.6901802e+2,2.3158275e+2,
7.905694e+0,1.8663271e+2,2.686301e+2,2.3408636e+2,
7.8898823e+0,1.8988633e+2,2.663662e+2,2.3806427e+2,
7.8740716e+0,1.9405891e+2,2.6244268e+2,2.4313673e+2,
7.85826e+0,1.9876137e+2,2.5723428e+2,2.4881971e+2,
7.842449e+0,2.0355368e+2,2.5123802e+2,2.545709e+2,
7.826637e+0,2.0798692e+2,2.4502592e+2,2.598417e+2,
7.810826e+0,2.1164599e+2,2.391909e+2,2.6412913e+2,
7.7950144e+0,2.1418932e+2,2.3428963e+2,2.6702398e+2,
7.779203e+0,2.1538135e+2,2.3078988e+2,2.682499e+2,
7.763392e+0,2.151154e+2,2.290259e+2,2.6768953e+2,
7.74758e+0,2.1342385e+2,2.2916643e+2,2.6539576e+2,
7.731769e+0,2.1047522e+2,2.311986e+2,2.615872e+2,
7.7159584e+0,2.0655839e+2,2.3492904e+2,2.5662696e+2,
7.7001464e+0,2.0205511e+2,2.4000217e+2,2.5098836e+2,
7.6843345e+0,1.9740371e+2,2.4593367e+2,2.4520986e+2,
7.6685226e+0,1.930583e+2,2.521556e+2,2.3984477e+2,
7.652712e+0,1.8944289e+2,2.580737e+2,2.3540524e+2,
7.6369005e+0,1.8691187e+2,2.6312312e+2,2.3231469e+2,
7.621089e+0,1.8571629e+2,2.668223e+2,2.3086777e+2,
7.6052773e+0,1.8597984e+2,2.688186e+2,2.3120193e+2,
7.5894666e+0,1.876869e+2,2.6892194e+2,2.3328494e+2,
7.573655e+0,1.9068414e+2,2.6712313e+2,2.3691766e+2,
7.557844e+0,1.9469503e+2,2.6359412e+2,2.4175328e+2,
7.542032e+0,1.9934596e+2,2.5867182e+2,2.4733032e+2,
7.5262207e+0,2.042021e+2,2.5282577e+2,2.5311667e+2,
7.5104094e+0,2.088086e+2,2.4661379e+2,2.5856027e+2,
7.494598e+0,2.12734e+2,2.4062833e+2,2.6314172e+2,
7.478787e+0,2.156114e+2,2.3544037e+2,2.6642376e+2,
7.4629754e+0,2.1717365e+2,2.3154491e+2,2.680931e+2,
7.447164e+0,2.1727875e+2,2.293137e+2,2.6799005e+2,
7.4313533e+0,2.1592371e+2,2.2896004e+2,2.6612413e+2,
7.4155414e+0,2.1324499e+2,2.305181e+2,2.6267284e+2,
7.3997295e+0,2.095057e+2,2.3383981e+2,2.5796533e+2,
7.3839176e+0,2.0507054e+2,2.3860872e+2,2.5245062e+2,
7.368107e+0,2.003712e+2,2.4437006e+2,2.4665509e+2,
7.3522955e+0,1.9586618e+2,2.50574e+2,2.4113359e+2,
7.336484e+0,1.9199498e+2,2.5662813e+2,2.3641354e+2,
7.320673e+0,1.8913652e+2,2.6195267e+2,2.3294531e+2,
7.3048615e+0,1.8757315e+2,2.6603928e+2,2.3105949e+2,
7.28905e+0,1.8746367e+2,2.684982e+2,2.3093562e+2,
7.273239e+0,1.8882822e+2,2.6909524e+2,2.3258506e+2,
7.257427e+0,1.9154622e+2,2.6777393e+2,2.3584993e+2,
7.2416157e+0,1.9536786e+2,2.6466084e+2,2.4041854e+2,
7.2258043e+0,1.9993785e+2,2.600533e+2,2.4585481e+2,
7.209993e+0,2.0482916e+2,2.5439122e+2,2.516401e+2,
7.1941817e+0,2.0958382e+2,2.4821484e+2,2.5722244e+2,
7.1783704e+0,2.1375637e+2,2.4211347e+2,2.6206926e+2,
7.162559e+0,2.1695653e+2,2.3666917e+2,2.6571792e+2,
7.1467483e+0,2.1888648e+2,2.3240156e+2,2.6782018e+2,
7.1309364e+0,2.1936923e+2,2.2971803e+2,2.6817515e+2,
7.1151245e+0,2.1836588e+2,2.2887497e+2,2.6674855e+2,
7.0993125e+0,2.1597931e+2,2.2995332e+2,2.6367602e+2,
7.083502e+0,2.1244471e+2,2.3285069e+2,2.5925052e+2,
7.0676905e+0,2.0810716e+2,2.3729113e+2,2.538941e+2,
7.051879e+0,2.0338905e+2,2.4285111e+2,2.4811801e+2,
7.036068e+0,1.9875026e+2,2.4899887e+2,2.4247476e+2,
7.0202565e+0,1.9464342e+2,2.551466e+2,2.3750387e+2,
7.004445e+0,1.9146998e+2,2.6070738e+2,2.3367967e+2,
6.988634e+0,1.895424e+2,2.6515052e+2,2.3136687e+2,
6.972822e+0,1.8905438e+2,2.6805228e+2,2.3078571e+2,
6.9570106e+0,1.9006218e+2,2.691362e+2,2.319912e+2,
6.9411993e+0,1.9247942e+2,2.6829928e+2,2.3486783e+2,
6.925388e+0,1.9608508e+2,2.6562193e+2,2.3914087e+2,
6.9095767e+0,2.0054464e+2,2.613599e+2,2.4440242e+2,
6.8937653e+0,2.0544179e+2,2.5592002e+2,2.5015044e+2,
6.877954e+0,2.103181e+2,2.4982134e+2,2.5583655e+2,
6.8621427e+0,2.1471676e+2,2.4364555e+2,2.609182e+2,
6.8463314e+0,2.182261e+2,2.3798172e+2,2.649106e+2,
6.8305194e+0,2.2051889e+2,2.3337011e+2,2.6743263e+2,
6.814708e+0,2.2138369e+2,2.3025075e+2,2.6824334e+2,
6.798897e+0,2.2074522e+2,2.2892146e+2,2.6726502e+2,
6.7830855e+0,2.1867159e+2,2.2950958e+2,2.6459053e+2,
6.767274e+0,2.1536803e+2,2.3195948e+2,2.6047483e+2,
6.751463e+0,2.1115762e+2,2.3603794e+2,2.5531033e+2,
6.7356515e+0,2.0645049e+2,2.4135625e+2,2.4958988e+2,
6.71984e+0,2.017051e+2,2.4740705e+2,2.4386016e+2,
6.704029e+0,1.9738458e+2,2.5361276e+2,2.3866947e+2,
6.688217e+0,1.9391087e+2,2.5938004e+2,2.3451315e+2,
6.6724056e+0,1.9162512e+2,2.641572e+2,2.3178777e+2,
6.6565937e+0,1.9075525e+2,2.6748836e+2,2.3075287e+2,
6.6407835e+0,1.913941e+2,2.6905596e+2,2.3150682e+2,
6.6249716e+0,1.9349054e+2,2.6871082e+2,2.339772e+2,
6.6091603e+0,1.9685432e+2,2.6648635e+2,2.3792796e+2,
6.593349e+0,2.0117411e+2,2.6259527e+2,2.4298197e+2,
6.5775377e+0,2.0604709e+2,2.5740921e+2,2.4865681e+2,
6.5617263e+0,2.1101737e+2,2.5142303e+2,2.544112e+2,
6.5459144e+0,2.1561928e+2,2.452081e+2,2.5969604e+2,
6.530103e+0,2.19422e+2,2.3935735e+2,2.6400715e+2,
6.514292e+0,2.2207047e+2,2.34429e+2,2.6693302e+2,
6.498481e+0,2.233194e+2,2.3089339e+2,2.6819432e+2,
6.482669e+0,2.2305694e+2,2.2908807e+2,2.6767018e+2,
6.466858e+0,2.2131538e+2,2.2918576e+2,2.6541042e+2,
6.4510465e+0,2.1826832e+2,2.3117758e+2,2.616301e+2,
6.435235e+0,2.1421427e+2,2.3487402e+2,2.5668973e+2,
6.419424e+0,2.0954834e+2,2.3992276e+2,2.510607e+2,
6.403612e+0,2.0472468e+2,2.4584197e+2,2.4528046e+2,
6.3878006e+0,2.0021427e+2,2.5206488e+2,2.3990254e+2,
6.3719887e+0,1.9645712e+2,2.5799733e+2,2.3544031e+2,
6.3561785e+0,1.9382156e+2,2.63073e+2,2.323194e+2,
6.3403666e+0,1.9256894e+2,2.6680768e+2,2.3083736e+2,
6.3245547e+0,1.9282869e+2,2.688452e+2,2.3113512e+2,
6.308744e+0,1.9458598e+2,2.6899168e+2,2.3318382e+2,
6.2929326e+0,1.9768299e+2,2.6723346e+2,2.3678762e+2,
6.2771213e+0,2.0183405e+2,2.6373878e+2,2.4160239e+2,
6.2613094e+0,2.0665254e+2,2.5884137e+2,2.4716863e+2,
6.245498e+0,2.1168794e+2,2.5300857e+2,2.5295523e+2,
6.2296873e+0,2.1646863e+2,2.4679692e+2,2.584101e+2,
6.213876e+0,2.2054683e+2,2.4079894e+2,2.6301286e+2,
6.198064e+0,2.2354136e+2,2.3558673e+2,2.6632425e+2,
6.182253e+0,2.2517413e+2,2.316575e+2,2.6802808e+2,
6.1664414e+0,2.2529672e+2,2.2938626e+2,2.6796153e+2,
6.15063e+0,2.2390474e+2,2.2898997e+2,2.661305e+2,
6.134819e+0,2.2113842e+2,2.3050693e+2,2.627092e+2,
6.119007e+0,2.1726945e+2,2.3379289e+2,2.5802392e+2,
6.1031955e+0,2.1267526e+2,2.3853487e+2,2.525216e+2,
6.0873854e+0,2.0780298e+2,2.4428068e+2,2.4672736e+2,
6.0715735e+0,2.0312798e+2,2.5048208e+2,2.4119584e+2,
6.0557616e+0,1.9910635e+2,2.565469e+2,2.364555e+2,
6.0399497e+0,1.9613168e+2,2.6189458e+2,2.329586e+2,
6.024139e+0,1.9449776e+2,2.6601452e+2,2.3103857e+2,
6.0083276e+0,1.9437045e+2,2.6851362e+2,2.308782e+2,
5.992516e+0,1.95772e+2,2.6915365e+2,2.3249237e+2,
5.9767044e+0,1.9857863e+2,2.67874e+2,2.3572665e+2,
5.960893e+0,2.0253243e+2,2.647972e+2,2.4027215e+2,
5.9450823e+0,2.0726587e+2,2.6021716e+2,2.4569501e+2,
5.929271e+0,2.1233666e+2,2.5457126e+2,2.5147772e+2,
5.913459e+0,2.1727e+2,2.4839833e+2,2.570686e+2,
5.897648e+0,2.2160375e+2,2.4228747e+2,2.6193422e+2,
5.8818364e+0,2.2493249e+2,2.3682174e+2,2.6561034e+2,
5.866025e+0,2.2694641e+2,2.3252268e+2,2.6774603e+2,
5.850214e+0,2.2746082e+2,2.2980054e+2,2.6813725e+2,
5.834402e+0,2.2643402e+2,2.2891538e+2,2.6674622e+2,
5.818591e+0,2.2397144e+2,2.2995204e+2,2.6370528e+2,
5.8027804e+0,2.2031572e+2,2.3281215e+2,2.5930429e+2,
5.7869685e+0,2.1582389e+2,2.3722327e+2,2.53963e+2,
5.7711565e+0,2.1093324e+2,2.4276476e+2,2.4819112e+2,
5.7553446e+0,2.0612058e+2,2.4890669e+2,2.4254076e+2,
5.739534e+0,2.0185538e+2,2.5506184e+2,2.3755209e+2,
5.7237226e+0,1.9855462e+2,2.6064262e+2,2.3370123e+2,
5.707911e+0,1.9654325e+2,2.6511642e+2,2.3135534e+2,
5.6920993e+0,1.9602326e+2,2.6805666e+2,2.307379e+2,
5.6762886e+0,1.9705437e+2,2.6918307e+2,2.3190741e+2,
5.660477e+0,1.9954829e+2,2.6838848e+2,2.3475191e+2,
5.644666e+0,2.0327714e+2,2.6574925e+2,2.3899962e+2,
5.628854e+0,2.0789494e+2,2.615173e+2,2.4424511e+2,
5.613043e+0,2.1297063e+2,2.560966e+2,2.499878e+2,
5.5972314e+0,2.1802911e+2,2.5000456e+2,2.556797e+2,
5.58142e+0,2.2259648e+2,2.4382237e+2,2.607778e+2,
5.565609e+0,2.2624528e+2,2.3813988e+2,2.6479563e+2,
5.549797e+0,2.2863524e+2,2.3349908e+2,2.673497e+2,
5.533986e+0,2.2954598e+2,2.3034279e+2,2.6819614e+2,
5.5181754e+0,2.2889796e+2,2.2897224e+2,2.6725385e+2,
5.5023634e+0,2.2676061e+2,2.2951849e+2,2.6461232e+2,
5.4865515e+0,2.2334546e+2,2.3192993e+2,2.6052314e+2,
5.4707396e+0,2.1898656e+2,2.3597695e+2,2.5537637e+2,
5.454929e+0,2.1410844e+2,2.4127388e+2,2.4966307e+2,
5.4391176e+0,2.0918627e+2,2.4731551e+2,2.4392915e+2,
5.423306e+0,2.0470043e+2,2.535251e+2,2.3872334e+2,
5.407495e+0,2.0108895e+2,2.593092e+2,2.3454249e+2,
5.3916836e+0,1.9870643e+2,2.6411438e+2,2.317854e+2,
5.375872e+0,1.9779043e+2,2.6748216e+2,2.3071477e+2,
5.360061e+0,1.9843854e+2,2.690914e+2,2.3143233e+2,
5.344249e+0,2.0059909e+2,2.6878893e+2,2.3386921e+2,
5.3284377e+0,2.0407611e+2,2.66604e+2,2.377926e+2,
5.3126264e+0,2.0854783e+2,2.6274535e+2,2.4282789e+2,
5.296815e+0,2.1359731e+2,2.575815e+2,2.4849463e+2,
5.281004e+0,2.187521e+2,2.5160536e+2,2.5425202e+2,
5.2651924e+0,2.2352934e+2,2.4538727e+2,2.5955075e+2,
5.249381e+0,2.2748172e+2,2.3952067e+2,2.6388523e+2,
5.2335703e+0,2.3024017e+2,2.3456548e+2,2.6684174e+2,
5.2177584e+0,2.3154922e+2,2.3099455e+2,2.6813802e+2,
5.2019465e+0,2.3129156e+2,2.2914883e+2,2.6765013e+2,
5.1861346e+0,2.2949925e+2,2.2920468e+2,2.654242e+2,
5.170324e+0,2.2635101e+2,2.3115714e+2,2.6167226e+2,
5.1545125e+0,2.2215533e+2,2.3482034e+2,2.567521e+2,
5.138701e+0,2.1732114e+2,2.3984511e+2,2.5113308e+2,
5.12289e+0,2.1231891e+2,2.4575198e+2,2.4535166e+2,
5.1070786e+0,2.0763709e+2,2.519755e+2,2.3996143e+2,
5.091267e+0,2.0373239e+2,2.5792146e+2,2.3547691e+2,
5.075456e+0,2.0098756e+2,2.630223e+2,2.3232594e+2,
5.059644e+0,1.9967471e+2,2.6679146e+2,2.3080888e+2,
5.0438327e+0,1.999294e+2,2.6886955e+2,2.3107009e+2,
5.0280213e+0,2.017376e+2,2.690586e+2,2.330842e+2,
5.01221e+0,2.0493706e+2,2.6734096e+2,2.3665872e+2,
4.996399e+0,2.0923267e+2,2.6388082e+2,2.4145238e+2,
4.9805874e+0,2.1422443e+2,2.5900856e+2,2.470076e+2,
4.964776e+0,2.1944563e+2,2.5318906e+2,2.5279436e+2,
4.9489647e+0,2.2440724e+2,2.4697766e+2,2.582605e+2,
4.933153e+0,2.2864453e+2,2.4096696e+2,2.6288444e+2,
4.9173418e+0,2.3176144e+2,2.3573044e+2,2.6622492e+2,
4.9015298e+0,2.3346847e+2,2.3176771e+2,2.6796296e+2,
4.8857188e+0,2.3361036e+2,2.2945702e+2,2.679325e+2,
4.8699075e+0,2.3218118e+2,2.2901902e+2,2.661361e+2,
4.8540965e+0,2.2932497e+2,2.3049587e+2,2.627448e+2,
4.8382849e+0,2.2532229e+2,2.3374699e+2,2.5808197e+2,
4.8224735e+0,2.2056365e+2,2.3846267e+2,2.5259238e+2,
4.8066622e+0,2.1551216e+2,2.4419324e+2,2.4679993e+2,
4.7908506e+0,2.1066071e+2,2.5039187e+2,2.4125896e+2,
4.7750393e+0,2.0648254e+2,2.5646687e+2,2.3649882e+2,
4.7592276e+0,2.0338656e+2,2.618368e+2,2.329737e+2,
4.7434163e+0,2.0167847e+2,2.6598886e+2,2.3101965e+2,
4.727605e+0,2.0153156e+2,2.6852703e+2,2.3082279e+2,
4.711794e+0,2.0297028e+2,2.6920936e+2,2.324015e+2,
4.6959823e+0,2.0586771e+2,2.6797107e+2,2.356048e+2,
4.680171e+0,2.0995769e+2,2.6493067e+2,2.4012679e+2,
4.6643597e+0,2.1486002e+2,2.603785e+2,2.4553584e+2,
4.648548e+0,2.201167e+2,2.5474918e+2,2.5131583e+2,
4.6327367e+0,2.2523554e+2,2.4857995e+2,2.5691518e+2,
4.6169248e+0,2.2973698e+2,2.4245964e+2,2.6179972e+2,
4.6011138e+0,2.3319995e+2,2.3697229e+2,2.655032e+2,
4.5853028e+0,2.3530206e+2,2.3264168e+2,2.6767212e+2,
4.5694914e+0,2.3585051e+2,2.298812e+2,2.6809928e+2,
4.5536798e+0,2.3480056e+2,2.2895451e+2,2.6674357e+2,
4.5378685e+0,2.3226018e+2,2.2995044e+2,2.6373398e+2,
4.5220572e+0,2.2847971e+2,2.3277427e+2,2.5935748e+2,
4.5062456e+0,2.2382839e+2,2.3715694e+2,2.5403145e+2,
4.4904342e+0,2.1875905e+2,2.4268039e+2,2.4826421e+2,
4.4746226e+0,2.1376586e+2,2.488165e+2,2.4260725e+2,
4.4588113e+0,2.0933603e+2,2.5497863e+2,2.3760141e+2,
4.4430003e+0,2.0590253e+2,2.6057857e+2,2.3372434e+2,
4.427189e+0,2.0380326e+2,2.6508212e+2,2.3134567e+2,
4.4113773e+0,2.03249e+2,2.6805976e+2,2.3069212e+2,
4.395566e+0,2.043031e+2,2.6922768e+2,2.318256e+2,
4.3797547e+0,2.0687547e+2,2.6847494e+2,2.3463762e+2,
4.363943e+0,2.1073106e+2,2.658735e+2,2.3885961e+2,
4.3481317e+0,2.1551225e+2,2.6167184e+2,2.4408858e+2,
4.33232e+0,2.2077277e+2,2.5627095e+2,2.4982555e+2,
4.3165088e+0,2.260202e+2,2.5018612e+2,2.5552312e+2,
4.3006977e+0,2.30763e+2,2.4399796e+2,2.6063758e+2,
4.2848864e+0,2.3455724e+2,2.3829685e+2,2.6468092e+2,
4.2690748e+0,2.3704904e+2,2.3362677e+2,2.6726708e+2,
4.2532635e+0,2.3800856e+2,2.3043345e+2,2.681492e+2,
4.2374521e+0,2.3735194e+2,2.2902179e+2,2.6724264e+2,
4.2216405e+0,2.3514959e+2,2.2952673e+2,2.6463366e+2,
4.2058292e+0,2.3161964e+2,2.3190054e+2,2.6057088e+2,
4.1900176e+0,2.2710733e+2,2.3591705e+2,2.554418e+2,
4.1742072e+0,2.220522e+2,2.4119334e+2,2.4973589e+2,
4.1583952e+0,2.1694663e+2,2.472261e+2,2.4399823e+2,
4.142584e+0,2.122889e+2,2.534395e+2,2.3877788e+2,
4.1267723e+0,2.0853381e+2,2.592397e+2,2.34573e+2,
4.110961e+0,2.0605007e+2,2.6407203e+2,2.3178467e+2,
4.0951496e+0,2.0508514e+2,2.6747537e+2,2.3067853e+2,
4.079338e+0,2.0574169e+2,2.691253e+2,2.3135974e+2,
4.0635267e+0,2.0796761e+2,2.6886472e+2,2.3376292e+2,
4.047715e+0,2.1156102e+2,2.6671883e+2,2.3765859e+2,
4.0319043e+0,2.1618952e+2,2.6289263e+2,2.4267477e+2,
4.0160927e+0,2.2142154e+2,2.577514e+2,2.4833284e+2,
4.0002814e+0,2.2676766e+2,2.5178587e+2,2.540929e+2,
3.9844698e+0,2.3172705e+2,2.4556534e+2,2.5940534e+2,
3.9686584e+0,2.3583534e+2,2.3968342e+2,2.6376322e+2,
3.952847e+0,2.387089e+2,2.3470154e+2,2.6675048e+2,
3.9370358e+0,2.4008153e+2,2.3109524e+2,2.6808196e+2,
3.9212245e+0,2.3983009e+2,2.2920896e+2,2.676302e+2,
